city,timestamp,temperature,season
New York,2010-01-01,-5.046975000843635,winter
New York,2010-01-02,-3.2749656530377056,winter
New York,2010-01-03,-4.7820222086357695,winter
New York,2010-01-04,-2.1004519284199343,winter
New York,2010-01-05,-4.856321308387145,winter
New York,2010-01-06,-4.925565945108948,winter
New York,2010-01-07,5.817893186534457,winter
New York,2010-01-08,-3.2527550414064157,winter
New York,2010-01-09,-0.6934774361765781,winter
New York,2010-01-10,-4.11944625699152,winter
New York,2010-01-11,-5.6997843049096435,winter
New York,2010-01-12,1.3017429227318411,winter
New York,2010-01-13,1.422110967161501,winter
New York,2010-01-14,7.066095195836985,winter
New York,2010-01-15,5.101030490878939,winter
New York,2010-01-16,-3.6643914768029684,winter
New York,2010-01-17,1.162215169687967,winter
New York,2010-01-18,-10.447353984708446,winter
New York,2010-01-19,-7.678358578785418,winter
New York,2010-01-20,-3.558843718858254,winter
New York,2010-01-21,0.46138842829766125,winter
New York,2010-01-22,0.30471676872885084,winter
New York,2010-01-23,4.617981466287679,winter
New York,2010-01-24,-4.482664377593701,winter
New York,2010-01-25,0.017807951520416684,winter
New York,2010-01-26,-3.485483817353185,winter
New York,2010-01-27,3.4271371900801806,winter
New York,2010-01-28,-0.26268169771131444,winter
New York,2010-01-29,7.292652390210655,winter
New York,2010-01-30,1.7459018085136593,winter
New York,2010-01-31,2.4631813220321317,winter
New York,2010-02-01,1.7188626562933662,winter
New York,2010-02-02,-7.6137107078711,winter
New York,2010-02-03,-4.994772485439677,winter
New York,2010-02-04,3.206481668208927,winter
New York,2010-02-05,0.634714402485354,winter
New York,2010-02-06,2.55619176457146,winter
New York,2010-02-07,-4.590353419324311,winter
New York,2010-02-08,-9.410063543828736,winter
New York,2010-02-09,1.227524601786373,winter
New York,2010-02-10,6.775151301715869,winter
New York,2010-02-11,1.7278079321432522,winter
New York,2010-02-12,0.7292191050199202,winter
New York,2010-02-13,16.104570367359162,winter
New York,2010-02-14,4.194050735786956,winter
New York,2010-02-15,-7.666199248349892,winter
New York,2010-02-16,-2.4848111858770046,winter
New York,2010-02-17,-4.797815185936606,winter
New York,2010-02-18,0.9140167286363194,winter
New York,2010-02-19,-6.283035400450436,winter
New York,2010-02-20,2.8546517937091833,winter
New York,2010-02-21,-1.4615281632431985,winter
New York,2010-02-22,-5.922864183982702,winter
New York,2010-02-23,-1.983882119702494,winter
New York,2010-02-24,4.251583839376311,winter
New York,2010-02-25,0.5148358967307441,winter
New York,2010-02-26,8.073313422211855,winter
New York,2010-02-27,-9.414126899518248,winter
New York,2010-02-28,-2.9090731985085574,winter
New York,2010-03-01,12.745331462695097,spring
New York,2010-03-02,11.191094031309765,spring
New York,2010-03-03,6.8897279769698745,spring
New York,2010-03-04,4.404864459782752,spring
New York,2010-03-05,11.490285028789183,spring
New York,2010-03-06,15.243741540283006,spring
New York,2010-03-07,10.632133735970072,spring
New York,2010-03-08,5.664612494302771,spring
New York,2010-03-09,9.384515497898684,spring
New York,2010-03-10,9.034065523528533,spring
New York,2010-03-11,10.69355684479855,spring
New York,2010-03-12,1.4030032977606695,spring
New York,2010-03-13,7.8965495542762465,spring
New York,2010-03-14,15.667536372196572,spring
New York,2010-03-15,7.3106747712578946,spring
New York,2010-03-16,13.792248213805049,spring
New York,2010-03-17,8.994142111336998,spring
New York,2010-03-18,11.58971685545254,spring
New York,2010-03-19,10.361467589330962,spring
New York,2010-03-20,9.164744361227356,spring
New York,2010-03-21,10.946651111185242,spring
New York,2010-03-22,23.958283573807194,spring
New York,2010-03-23,1.8281637424292771,spring
New York,2010-03-24,8.49327713559243,spring
New York,2010-03-25,12.504790135331483,spring
New York,2010-03-26,15.46739109412678,spring
New York,2010-03-27,-2.9046445823931393,spring
New York,2010-03-28,14.60024688235773,spring
New York,2010-03-29,8.59604325133067,spring
New York,2010-03-30,9.668067153343245,spring
New York,2010-03-31,7.571359563074216,spring
New York,2010-04-01,15.012696051276372,spring
New York,2010-04-02,10.527097766010131,spring
New York,2010-04-03,10.959936277096956,spring
New York,2010-04-04,13.991071075369643,spring
New York,2010-04-05,13.12394641089009,spring
New York,2010-04-06,9.548768878110401,spring
New York,2010-04-07,5.322833070820295,spring
New York,2010-04-08,8.69762547508605,spring
New York,2010-04-09,6.362615321263782,spring
New York,2010-04-10,10.65979598700038,spring
New York,2010-04-11,8.620202400891703,spring
New York,2010-04-12,2.2885161803503085,spring
New York,2010-04-13,14.487411162785968,spring
New York,2010-04-14,2.8916104590963165,spring
New York,2010-04-15,4.863245809680179,spring
New York,2010-04-16,20.860784098404736,spring
New York,2010-04-17,-0.08401606140355078,spring
New York,2010-04-18,8.194203925418911,spring
New York,2010-04-19,6.222247472518792,spring
New York,2010-04-20,11.759682358513848,spring
New York,2010-04-21,15.036508666003527,spring
New York,2010-04-22,14.481595450488111,spring
New York,2010-04-23,12.101915825633151,spring
New York,2010-04-24,9.46448813848522,spring
New York,2010-04-25,8.714868093946999,spring
New York,2010-04-26,13.619599160214822,spring
New York,2010-04-27,10.208493732599536,spring
New York,2010-04-28,8.362641376884708,spring
New York,2010-04-29,13.221933136627529,spring
New York,2010-04-30,9.680265601764942,spring
New York,2010-05-01,14.821083950445082,spring
New York,2010-05-02,2.123192622918152,spring
New York,2010-05-03,17.725743541143768,spring
New York,2010-05-04,14.785719709577052,spring
New York,2010-05-05,2.372473210391175,spring
New York,2010-05-06,9.397017563912321,spring
New York,2010-05-07,9.063141901201885,spring
New York,2010-05-08,13.361503220433558,spring
New York,2010-05-09,12.732666472982046,spring
New York,2010-05-10,11.006390486157823,spring
New York,2010-05-11,11.608701451047295,spring
New York,2010-05-12,11.780737530237873,spring
New York,2010-05-13,9.98706623409453,spring
New York,2010-05-14,13.77442154226744,spring
New York,2010-05-15,1.5297182384888899,spring
New York,2010-05-16,7.672512182427276,spring
New York,2010-05-17,4.279858202758534,spring
New York,2010-05-18,12.493933210868663,spring
New York,2010-05-19,10.462792130108488,spring
New York,2010-05-20,1.8132942860941554,spring
New York,2010-05-21,19.750245768111093,spring
New York,2010-05-22,3.428077743464791,spring
New York,2010-05-23,7.072696130116652,spring
New York,2010-05-24,15.00030882829908,spring
New York,2010-05-25,10.867783303197243,spring
New York,2010-05-26,12.674010399611717,spring
New York,2010-05-27,11.312925742148353,spring
New York,2010-05-28,3.305741301374516,spring
New York,2010-05-29,8.957523834841062,spring
New York,2010-05-30,11.032052012944675,spring
New York,2010-05-31,11.243708521805917,spring
New York,2010-06-01,26.377441521601444,summer
New York,2010-06-02,28.92204487241186,summer
New York,2010-06-03,16.359513357702546,summer
New York,2010-06-04,17.1656526556394,summer
New York,2010-06-05,27.40935304455399,summer
New York,2010-06-06,30.82525332980998,summer
New York,2010-06-07,24.576700194656272,summer
New York,2010-06-08,25.954597953908344,summer
New York,2010-06-09,18.981909883690808,summer
New York,2010-06-10,18.538004363507557,summer
New York,2010-06-11,29.668764069275284,summer
New York,2010-06-12,31.865421385868313,summer
New York,2010-06-13,28.864594391960804,summer
New York,2010-06-14,20.29990102691795,summer
New York,2010-06-15,28.313737419741013,summer
New York,2010-06-16,22.99294523526941,summer
New York,2010-06-17,30.344295559193235,summer
New York,2010-06-18,30.073851645540046,summer
New York,2010-06-19,23.91977290869336,summer
New York,2010-06-20,18.009306652628762,summer
New York,2010-06-21,30.409936163239514,summer
New York,2010-06-22,22.91116540079502,summer
New York,2010-06-23,28.150513807918415,summer
New York,2010-06-24,26.390531123278006,summer
New York,2010-06-25,23.643157858300313,summer
New York,2010-06-26,18.312275756777602,summer
New York,2010-06-27,28.771241135979626,summer
New York,2010-06-28,25.870328159449365,summer
New York,2010-06-29,23.23224273905806,summer
New York,2010-06-30,23.430894441520834,summer
New York,2010-07-01,25.287074787098767,summer
New York,2010-07-02,30.536779216420967,summer
New York,2010-07-03,28.766458360379392,summer
New York,2010-07-04,25.011875666894767,summer
New York,2010-07-05,32.60754828999287,summer
New York,2010-07-06,24.38100435114658,summer
New York,2010-07-07,26.55265803636552,summer
New York,2010-07-08,26.31005902334419,summer
New York,2010-07-09,19.234002769221934,summer
New York,2010-07-10,28.734688984476016,summer
New York,2010-07-11,31.6213217299299,summer
New York,2010-07-12,26.97429346875639,summer
New York,2010-07-13,19.45760856830029,summer
New York,2010-07-14,21.14695046925888,summer
New York,2010-07-15,18.107938682011284,summer
New York,2010-07-16,28.852017899847066,summer
New York,2010-07-17,27.024103225951322,summer
New York,2010-07-18,31.561006659790795,summer
